age,attend,authoritarianism,black,born,childs,colath,colrac,colcom,colmil,colhomo,colmslm,con_govt,egalit_scale,evangelical,grass,happy,hispanic_2,homosex,income06,mode,owngun,polviews,pornlaw2,pray,pres08,reborn_r,science_quiz,sex,sibs,social_connect,south,teensex,tolerance,tvhours,vetyears,wordsum,degree_HS,degree_Junior.Coll,degree_Bachelor.deg,degree_Graduate.deg,marital_Widowed,marital_Divorced,marital_Separated,marital_Never.married,news_FEW.TIMES.A.WEEK,news_ONCE.A.WEEK,news_LESS.THAN.ONCE.WK,news_NEVER,partyid_3_Ind,partyid_3_Rep,relig_CATHOLIC,relig_JEWISH,relig_NONE,relig_OTHER,relig_BUDDHISM,relig_HINDUISM,relig_OTHER.EASTERN,relig_MOSLEM.ISLAM,relig_ORTHODOX.CHRISTIAN,relig_CHRISTIAN,relig_NATIVE.AMERICAN,relig_INTER.NONDENOMINATIONAL,social_cons3_Mod,social_cons3_Conserv,spend3_Mod,spend3_Liberal,zodiac_TAURUS,zodiac_GEMINI,zodiac_CANCER,zodiac_LEO,zodiac_VIRGO,zodiac_LIBRA,zodiac_SCORPIO,zodiac_SAGITTARIUS,zodiac_CAPRICORN,zodiac_AQUARIUS,zodiac_PISCES
39,7,4,0,0,2,0,0,1,0,0,1,3,11,2,1,1,1,1,18,0,1,5,1,0,1,1,4,1,5,6,0,0,14,2,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
68,7,2,1,0,4,0,0,1,0,0,0,1,4,2,1,0,0,0,21,0,1,3,0,0,0,1,5,1,5,7,0,0,9,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
82,0,4,0,1,3,1,1,0,1,1,1,2,9,1,1,2,0,0,8,0,1,5,1,1,0,0,2,0,5,0,0,0,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64,1,2,0,0,3,0,0,1,0,0,0,4,22,1,0,0,0,3,20,0,1,1,1,0,0,1,7,1,5,10,1,1,12,2,0,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47,2,1,1,0,0,0,1,1,1,0,1,3,22,1,1,2,0,3,20,0,1,3,1,0,0,0,6,1,6,4,1,0,8,1,0,7,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
37,3,5,0,0,5,0,0,1,0,0,1,3,8,1,0,2,0,0,20,0,1,5,1,3,1,1,5,0,1,2,1,0,14,8,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20,0,4,0,0,1,0,1,1,1,0,1,2,29,0,0,2,1,3,12,0,1,3,1,5,0,0,6,0,8,9,1,2,10,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
31,5,2,1,0,1,0,0,1,0,0,0,2,27,2,0,1,0,0,20,1,0,3,1,1,0,1,4,0,3,5,1,0,14,1,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
22,2,1,0,0,1,0,1,0,0,0,0,3,30,0,1,1,0,3,2,0,1,3,1,1,0,0,5,1,2,9,1,0,11,12,0,7,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
61,5,2,0,0,1,0,1,0,1,0,1,2,14,0,1,1,0,3,19,0,1,4,1,1,0,0,8,1,0,5,1,1,12,3,0,9,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
34,0,4,0,0,1,1,0,0,1,0,1,3,10,1,1,1,0,2,19,0,0,3,1,0,0,0,7,0,3,8,1,0,6,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,4,5,0,1,2,1,1,0,1,0,1,4,35,1,1,1,1,0,19,0,1,1,1,3,0,1,3,0,7,5,1,0,10,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
22,5,5,0,1,1,0,0,1,0,0,0,3,35,1,0,1,1,2,14,1,1,0,1,2,0,1,8,0,3,4,1,0,14,4,0,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
39,0,2,0,1,3,0,1,0,0,0,1,2,1,0,0,0,1,0,11,0,1,6,1,0,0,0,4,1,7,3,1,2,8,2,0,4,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25,1,3,0,1,2,1,1,0,1,0,1,2,12,0,1,0,1,3,13,0,1,5,1,0,0,0,3,0,7,2,1,0,9,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
75,8,4,0,0,6,0,1,1,1,0,1,2,7,1,1,0,0,0,14,0,0,5,0,2,1,0,6,0,2,12,1,0,9,3,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
26,0,2,0,0,0,0,0,1,0,0,0,3,21,0,0,1,0,3,9,0,1,3,1,4,0,0,8,0,4,6,1,3,13,1,0,8,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40,4,4,0,1,2,1,1,1,0,0,1,4,6,2,1,0,1,0,20,1,1,3,0,0,0,1,4,1,4,3,1,0,9,2,0,5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
33,2,3,0,0,4,0,1,1,0,0,0,3,22,1,0,1,1,0,17,0,1,3,1,1,0,1,5,1,5,3,1,0,12,1,0,6,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49,2,1,0,1,0,1,1,1,1,0,1,3,15,1,1,0,1,0,21,0,0,5,0,1,1,1,2,1,5,3,1,1,8,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48,0,1,0,0,2,0,0,1,0,0,0,4,31,2,0,1,0,3,24,0,0,0,0,5,0,1,8,0,2,6,1,0,14,1,2,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40,0,1,0,0,0,0,0,1,0,0,0,2,26,0,0,1,0,3,22,1,1,1,1,5,0,0,8,0,0,8,1,1,14,1,0,8,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80,4,2,1,0,2,0,1,1,1,1,1,3,7,2,1,1,0,0,0,0,1,3,1,1,0,1,5,0,3,5,1,0,3,2,2,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
21,0,3,1,0,2,0,1,1,0,0,0,3,18,0,1,0,0,3,0,0,1,3,1,1,1,0,5,1,3,5,1,0,10,8,0,4,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
38,7,5,1,1,4,1,1,0,1,1,1,4,31,2,1,0,0,0,0,0,1,3,1,0,0,1,4,0,7,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
74,3,2,0,0,4,1,1,1,0,0,1,2,9,0,0,1,0,0,17,0,0,5,0,4,1,0,7,0,8,1,1,2,9,3,2,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
75,3,1,0,0,0,0,0,1,0,0,1,1,3,2,1,1,0,0,19,0,0,5,0,0,1,1,6,0,7,6,1,0,14,1,2,6,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
40,3,3,0,0,2,0,0,1,0,0,0,2,20,2,1,1,0,0,23,0,0,4,0,0,1,1,5,1,0,5,1,0,14,2,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
48,7,7,0,0,3,1,1,1,1,0,1,1,29,2,0,1,0,0,20,0,0,3,0,0,1,1,3,1,2,3,1,0,8,3,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
26,6,5,0,1,1,1,0,1,1,0,0,3,30,0,1,1,1,0,18,0,1,0,0,5,0,0,2,1,9,2,1,0,8,4,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57,2,1,1,0,1,1,1,1,0,0,1,2,25,2,1,2,0,0,16,0,1,1,1,0,0,1,5,1,3,6,1,0,7,3,0,8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
30,4,1,1,0,0,0,1,1,1,0,1,1,35,1,1,2,0,3,0,0,1,3,1,2,0,1,6,1,4,6,1,0,3,2,0,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
47,8,4,1,0,2,0,1,1,0,0,1,3,29,2,1,1,0,0,13,0,1,3,1,1,0,1,4,1,0,10,1,0,10,3,0,4,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
65,8,3,1,0,0,0,0,1,0,0,1,1,25,2,1,1,0,0,3,0,1,3,0,0,0,1,4,1,5,7,1,0,8,3,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
43,5,5,0,1,4,0,0,1,1,0,1,1,26,0,1,2,1,3,13,0,1,1,1,1,0,0,1,0,8,0,1,3,9,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,5,0,1,0,0,0,1,1,0,0,1,3,31,2,0,1,0,2,18,0,1,2,1,1,0,1,5,0,8,8,1,0,10,5,0,6,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
47,6,1,1,0,0,0,1,1,1,0,1,2,22,2,0,1,0,0,20,0,1,3,1,0,0,1,4,1,1,4,1,1,10,2,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
31,7,2,0,0,0,0,1,1,0,0,1,4,11,2,0,1,0,2,17,1,0,1,1,1,0,1,7,0,1,8,1,0,10,5,0,6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
58,0,0,0,0,2,0,0,1,0,0,1,1,26,0,0,1,0,3,17,0,0,5,0,5,1,0,6,0,3,4,1,0,14,2,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
40,5,3,0,0,2,0,1,0,1,0,1,4,4,2,1,1,0,1,20,0,0,4,1,2,1,1,5,1,10,6,1,0,5,3,0,7,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
56,7,1,0,0,2,0,0,1,0,0,0,1,5,2,1,1,0,2,24,0,0,4,1,1,1,1,5,0,1,6,1,0,11,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,3,4,0,0,2,1,1,0,1,1,1,2,13,0,1,1,0,0,21,1,0,3,1,1,1,0,4,1,1,5,1,0,11,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
30,3,2,0,1,2,0,0,1,0,0,0,2,3,2,0,1,0,0,19,0,0,5,1,1,1,1,5,1,2,6,1,0,14,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45,3,2,0,0,4,0,0,1,0,0,0,2,7,1,0,1,0,3,22,0,0,3,1,2,1,1,7,1,2,4,1,0,14,3,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
77,6,6,1,0,0,0,0,0,0,0,1,3,34,2,0,1,0,0,18,0,1,2,1,2,0,1,3,0,7,7,1,0,11,4,3,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30,2,4,1,0,5,1,1,1,0,0,1,3,21,2,1,1,0,0,8,0,1,3,1,0,0,1,3,1,3,2,1,0,7,3,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
43,8,4,1,1,4,1,1,1,1,1,1,2,20,2,1,0,1,0,14,0,1,5,0,0,0,1,5,0,3,8,1,0,3,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
58,5,3,1,0,0,0,0,1,0,0,1,2,25,0,0,1,0,0,21,0,0,3,1,0,0,0,4,1,2,5,1,0,14,3,0,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
62,8,3,1,0,4,1,0,1,1,0,1,3,21,2,1,1,0,0,14,0,1,3,1,0,0,1,5,0,9,6,1,0,9,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
73,0,4,1,1,3,1,1,0,1,0,1,3,7,1,1,2,0,2,8,0,0,3,1,1,0,0,5,0,3,0,1,0,10,4,0,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60,2,6,1,0,0,1,1,0,1,1,1,4,18,0,1,0,0,0,16,0,1,0,1,0,0,0,5,1,2,6,1,0,2,4,0,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
32,5,4,0,0,2,0,0,1,1,0,0,3,25,1,0,0,1,0,15,0,1,3,1,5,0,1,6,0,4,7,1,2,11,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
24,2,2,0,0,0,0,0,1,0,0,0,1,29,1,0,0,0,3,12,0,1,3,1,0,0,1,3,1,6,6,1,0,9,4,0,5,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
71,0,2,0,1,4,0,0,1,0,0,0,3,22,0,0,2,0,3,8,0,1,2,1,5,0,0,6,0,3,8,1,0,13,0,0,9,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
31,8,7,1,1,2,0,1,0,1,0,1,2,22,1,1,1,0,0,20,0,1,3,1,0,0,1,5,0,5,7,1,0,8,4,3,8,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
42,7,1,0,0,0,0,0,1,0,0,0,2,14,0,0,1,0,3,12,1,1,4,1,1,1,0,9,1,6,5,1,0,13,2,0,8,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
29,3,2,1,0,3,1,1,0,1,1,1,3,15,2,0,1,0,2,12,0,1,3,1,0,0,1,4,0,13,7,1,1,1,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
86,8,6,1,0,2,1,0,0,1,0,1,1,35,2,1,0,0,0,15,0,1,4,0,0,0,1,5,1,9,8,1,0,7,3,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
53,2,0,0,0,0,0,0,1,0,0,0,1,30,2,0,0,0,3,17,0,0,2,1,5,0,1,7,0,2,6,1,0,14,5,0,8,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
71,0,3,0,1,5,1,1,1,1,0,1,3,20,0,1,2,1,0,1,0,1,2,1,1,1,0,2,1,8,0,1,0,5,6,0,8,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
68,0,3,0,1,8,0,1,0,1,0,1,3,21,1,0,1,0,3,8,0,1,4,1,1,0,0,6,0,4,3,1,2,10,2,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37,8,5,1,1,2,0,0,1,1,0,1,3,22,2,1,1,0,0,24,1,1,4,1,0,0,1,5,1,4,7,1,0,10,2,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
41,0,2,0,1,4,0,1,1,1,0,1,1,14,0,0,0,1,0,24,1,1,6,1,0,1,0,6,1,1,0,1,0,9,1,0,6,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
64,0,5,0,1,3,0,0,0,0,0,1,3,32,1,1,2,1,3,9,1,1,5,1,1,0,0,8,1,8,4,1,0,11,3,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
72,2,2,0,1,0,0,0,1,0,0,0,2,3,1,1,1,1,0,17,0,1,6,0,4,1,1,5,0,3,6,1,0,13,2,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
40,1,1,0,0,0,0,0,1,0,0,0,2,26,0,0,1,0,3,18,0,1,3,1,5,0,0,8,1,3,8,1,0,14,3,0,9,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
43,3,1,0,0,1,0,1,1,0,0,0,3,20,0,0,0,1,3,22,1,1,4,1,1,0,0,8,1,3,6,1,0,11,2,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
34,5,2,0,0,2,0,1,0,0,0,1,4,1,0,0,0,0,3,24,0,1,4,1,2,1,0,8,0,1,7,1,1,9,2,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
79,8,3,1,1,2,0,1,1,1,0,0,3,27,2,1,0,0,0,12,1,1,5,0,1,0,1,5,1,10,0,1,0,5,6,0,6,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60,8,1,1,0,3,1,0,1,0,0,0,1,18,2,0,2,0,0,9,0,1,3,1,0,0,1,7,0,7,7,1,0,9,6,0,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
63,0,2,0,0,1,0,0,1,0,0,0,3,25,2,1,0,0,0,8,0,1,3,0,0,0,1,4,1,3,3,1,0,10,2,0,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
66,2,3,0,0,4,1,0,0,1,0,1,1,1,0,1,0,0,0,8,0,0,5,0,0,1,0,3,1,4,6,1,0,9,7,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
66,0,3,0,0,0,0,0,1,0,0,0,2,14,0,0,1,0,3,24,0,1,3,1,4,0,0,10,0,1,2,0,0,12,4,0,8,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42,2,3,0,1,3,1,0,1,1,0,1,4,8,0,1,1,0,0,24,0,1,4,1,0,0,0,7,0,5,5,0,2,8,2,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
52,7,1,0,0,2,0,0,1,0,0,1,2,8,2,1,1,0,0,24,0,0,5,1,1,1,1,6,0,1,6,0,0,11,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
45,4,1,1,0,3,0,0,1,0,0,0,2,26,2,0,1,0,1,24,0,0,1,1,1,0,1,7,0,1,4,0,0,14,3,0,7,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31,5,3,1,0,2,0,1,0,1,0,1,1,35,2,0,1,0,3,12,0,1,5,1,0,0,1,3,0,3,6,0,0,9,6,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
76,7,1,0,0,4,1,0,0,0,1,1,2,1,1,1,2,0,0,19,0,1,6,0,2,1,0,4,1,3,4,0,0,9,2,0,7,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
56,0,1,0,0,0,0,0,1,0,0,0,1,31,0,0,1,1,3,23,1,1,1,1,1,0,0,8,0,3,10,0,2,14,2,0,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,6,2,0,0,2,0,1,0,1,0,1,3,12,0,1,0,0,3,24,0,1,3,1,2,0,0,7,1,1,4,0,0,13,1,0,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
35,2,0,0,0,0,0,1,1,0,0,0,4,11,0,0,0,0,3,24,0,1,2,1,1,0,0,8,1,6,6,0,0,13,1,0,6,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
56,2,0,0,0,2,0,0,1,0,0,0,3,15,0,0,0,0,3,19,0,1,1,1,3,0,0,8,1,3,6,0,0,14,2,0,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37,7,6,0,0,3,0,1,1,1,0,1,1,2,1,1,1,0,3,22,0,0,3,0,0,0,0,5,0,2,2,0,0,11,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
24,2,2,0,1,0,1,1,1,0,0,0,3,23,0,1,1,0,3,13,0,1,0,1,5,1,0,8,0,2,7,0,2,10,5,0,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
70,1,1,0,0,3,0,0,1,0,0,0,2,26,0,0,2,0,3,20,0,0,2,1,1,0,0,7,0,4,1,0,0,14,6,2,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
